itemName,type,meal,location,ingredients
DELI MEAT,DELI BAR ENTREE,Dinner,Neilson,"TURKEY CATERING BREAST S/OFF (TURKEY BREAST, WATER, CONTAINS 2% OR LESS OF DEXTROSE, SALT, CARRAGEENAN, SODIUM PHOSPHATE.), CHEESE AMERICAN SLCD YELLOW (SKIM MILK, AMERICAN CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), PALM OIL, CASEIN (MILK PROTEIN), MODIFIED FOOD STARCH, SODIUM CITRATE, SALT, NATURAL FLAVOR, WHEY, CITRIC ACID, SORBIC ACID (AS A PRESERVATIVE), ARTIFICIAL COLOR, LECITHIN (SOY)), CHEESE PROVOLONE 12LB PIECE (PASTEURIZED MILK, CHEESE CULTURE, SALT, AND ENZYMES.), THUMANN HAM BOILED CASH ONLY (HAM, CURED WITH WATER, SALT, DEXTROSE, CORN SYRUP, SODIUM PHOSPHATES, SODIUM ERYTHORBATE, SODIUM NITRATE, FLAVORINGS.), SALAMI GENOA (PORK, BEEF, SALT, CONTAINS 2% OR LESS OF DEXTROSE, WATER, SPICES, SODIUM ASCORBATE, LACTIC ACID STARTER CULTURE, GARLIC POWDER, SODIUM NITRITE, BHA, BHT, CITRIC ACID.), THUMANN HAM CAPICOLA HOT -(DRY) (HAM, CURED WITH WATER, SALT, DEXTROSE, CORN SYRUP, SODIUM PHOSPHATES, SODIUM ERYTHORBATE, SODIUM NITRATE, FLAVORINGS. COATED WITH SPICES, DEXTROSE, PAPRIKA.)"
EGG SALAD #GREEN,DELI BAR ENTREE,Dinner,Neilson,"0, DRESSING MAYONNAISE (SOYBEAN OIL, WATER, WHOLE EGGS AND EGG YOLKS, DISTILLED VINEGAR, SALT, SUGAR, LEMON JUICE CONCENTRATE, CALCIUM DISODIUM EDTA (USED TO PROTECT QUALITY), NATURAL FLAVORS.), PRD CELERY PASCAL, SALT, BLACK PEPPER"
ROTISSERIE BBQ CHICKEN,DELI BAR ENTREE,Dinner,Neilson,"CHICKEN WHOLE FRESH, DRESSING KETCHUP 20oz SQUZ USD (TOMATO CONCENTRATE FROM RED RIPE TOMATOES, DISTILLED VINEGAR, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SALT, SPICE, ONION POWDER, NATURAL FLAVORINGS), DARK BROWN SUGAR, VINEGAR CIDER, KOSHER SALT, SAUCE FRANKS HOT 4/1gal (AGED CAYENNE RED PEPPER, DISTILLED VINEGAR, WATER, SALT, GARLIC POWDER), GRANULATED ONION, SPANISH PAPRIKA, GRANULATED GARLIC, GROUND CUMIN, CHILI POWDER (CHILI PEPPER, SPICES, SALT, SILICON DIOXIDE (TO MAKE FREE FLOWING), AND GARLIC.), ALLSPICE"
CHICKEN TIKKA MASALA,ENTREES,Dinner,Neilson,"CHICKEN THIGHS BONED & S/OFF, MONSOON SAUCE TIKKA MASALA, YOGURT FRESH GREEK PLAIN , HERB FRESH CILANTRO BUNCH, SPICE MASALA GARAM , PRD GINGER PEELED, PRD GARLIC PEELED FRESH GAL, KOSHER SALT, CHILI POWDER (CHILI PEPPER, SPICES, SALT, SILICON DIOXIDE (TO MAKE FREE FLOWING), AND GARLIC.), GROUND CUMIN, GROUND TURMERIC"
GRILLED PORK CHOPS,ENTREES,Dinner,Neilson,"PORK CHOPS 5OZ CENTER CUT, OIL OLIVE 25%/75%, SALT, BLACK PEPPER"
TILAPIA W/ COCONUT CILANTRO SAUCE,ENTREES,Dinner,Neilson,"FISH TILAPIA FRESH 5-7oz, MILK COCONUT * UNSWEETENED CAN, KOSHER SALT, PRD GARLIC PEELED FRESH GAL, PRD GINGER PEELED, PRD PEPPER JALAPENO FRESH, HERB FRESH CILANTRO BUNCH"
BASMATI RICE,STARCH & POTATOES,Dinner,Neilson,"WATER FRESH, RICE BASMATI, SALT"
CREAMY CAULIFLOWER CURRY #GREEN,VEGGIES,Dinner,Neilson,"PRD CAULIFLOWER FLORETS, PRD SPINACH BABY 4lbs, CHEESE PANEER RAW, PRD ONION SPANISH DRY, YOGURT FRESH GREEK PLAIN , KOSHER SALT, GROUND TURMERIC, SPICE CURRY POWDER (CORIANDER, FENUGREEK, TURMERIC, CUMIN, BLACK PEPPER, BAY LEAVES, CELERY SEED, NUTMEG, CLOVE, ONION, RED PEPPER, AND GINGER.), PRD GARLIC PEELED FRESH GAL, PRD GINGER PEELED, BLACK PEPPER, OIL OLIVE 25%/75%"
TIRAMISU CUPCAKE,DESSERTS,Dinner,Neilson,"TIRAMISU CUPCAKE (CAKE PUDDING BASIC (WHOLE FROZEN EGGS, VANILLA PUDDING CAKE MIX (SUGAR, MODIFIED CORN STARCH, WHEY (MILK), WHEAT GLUTEN, SALT, SODIUM ALUMINUM PHOSPHATE, SOYBEAN OIL, SODIUM BICARBONATE AND 2% OR LESS OF EACH OF THE FOLLOWING: PROPYLENE GLYCOL ESTERS OF FATTY ACIDS, MONO- AND DIGLYCERIDES, DIACETYL TARTARIC ACID ESTERS OF MONO-DIGLYCERIDES (DATEM), ARTIFICIAL FLAVOR ), CAKE FLOUR PURASNOW (ENRICHED FLOUR BLEACHED (WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID)), COTTONSEED OIL, SUGAR GRANULATED, WATER FRESH, WATER FRESH), ICING BUTTER CREAM (SUGAR GRANULATED, SWEETEX SHORTENING (HIGH OLEIC SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, HYDROGENATED COTTONSEED OIL, MONO AND DIGLYCERIDES), SWEET BUTTER (CREAM, SALT), WATER FRESH, WHIPPING EGG WHITES (EGG WHITES, GUAR GUM, TRIETHYLCITRATE), LIGHT CORN SYRUP), BS COCOA ROYAL DUTCH POWDER (HIGH FAT COCOA POWDER PROCESSED WITH ALKALI) PRODUCED IN A FACILITY THAT ALSO USES PEANUTS AND TREE NUTS)"
GARLICKY BOK CHOY,WOK/ MONGOLIAN GRILL,Dinner,Neilson,"PRD BOK CHOY BABY, OIL OLIVE 25%/75%, KOSHER SALT, PRD GARLIC PEELED FRESH GAL"
HAWAIIAN SHRIMP FOR SAUTE,WOK/ MONGOLIAN GRILL,Dinner,Neilson,"FRZ FISH SHRIMP LG PDI 41-50CT T/OFF, SAUCE ASIAN MENU SWEET & SOUR (LIQUID SUGAR, WATER, SUGAR, VINEGAR, BROWN SUGAR, PINEAPPLE JUICE, KETCHUP (TOMATOES, VINEGAR, CORN SWEETENER, SALT, ONION POWDER, SPICE, NATURAL FLAVORING), SOYBEAN OIL, PROPYLENE GLYCOL ALGINATE, XANTHAN GUM, FD&C RED #40 COLORING, LESS THAN .1% SODIUM BENZOATE AND POTASSIUM SORBATE ADDED AS PRESERVATIVES AND FD&C YELLOW #5 AND #6 COLORING.), FRUIT PINEAPPLE CHUNKS, PRD PEPPER RED * AVG 22/25#, PRD PEPPER GREEN LARGE, OIL WESSON CANOLA 4/1GAL"
STEAMED WHITE RICE,WOK/ MONGOLIAN GRILL,Dinner,Neilson,"RICE WHITE-50 LB (ENRICHED LONG GRAIN PARBOILED RICE (LONG GRAIN RICE, IRON, FERRIC ORTHOPHOSPHATE), THIAMINE MONONITRATE AND FOLATE), SALT"
TERIYAKI GLAZED TOFU VEGETABLE STIR FRY #GREEN,WOK/ MONGOLIAN GRILL,Dinner,Neilson,"TOFU FIRM BULK (WATER, SOYBEANS, CALCIUM SULFATE, CALCIUM CHLORIDE), PRD SQUASH ZUCCHINI 20#, PRD MUSHROOM SLICED REG, PRD ONION SPANISH DRY, PRD PEPPER RED * AVG 22/25#, PRD PEPPER GREEN LARGE, SAUCE ASIAN MENU HOISIN TERIYAKI (SUGAR, BEAN SAUCE (WATER, SOYBEANS, SALT, SUGAR, WHEAT FLOUR, SOYBEAN OIL, SESAME OIL, MODIFIED CORN STARCH, CARAMEL COLOR, COOKING WINE (RICE, WATER, SALT), LACTIC ACID, CITRIC ACID), WATER, SWEET POTATO JUICE CONCENTRATE, RICE VINEGAR, SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), MOLASSES, FOOD STARCH- MODIFIED, CITRIC ACID, SPICE, SESAME OIL, POTASSIUM SORBATE AND SODIUM BENZOATE (PRESERVATIVES). ), OIL WESSON CANOLA 4/1GAL, GLUTEN FREE TAMARI SOY SAUCE, PRD GARLIC PEELED FRESH GAL, WHITE GROUND PEPPER"
THAI RED CURRY CHICKEN,WOK/ MONGOLIAN GRILL,Dinner,Neilson,"CHICKEN STRIP 1/4 X 1/4 X 3, PRD POTATO CHEF, WATER FRESH, PRD ONION SPANISH DRY, CREAM OF COCONUT 15oz C.LOPEZ (COCONUT, SUGAR, WATER, POLYSORBATE 60, SORBITAN MONOSTEARATE, SALT, PROPYLENE GLYCOL ALGINATE, MONO AND DIGLYCERIDES (EMULSIFIERS), CITRIC ACID, GUAR GUM, LOCUST BEAN.), PASTE CURRY RED , CORNSTARCH SLURRY (WATER FRESH, CORNSTARCH), MILK COCONUT * UNSWEETENED CAN, SAUCE FISH, OIL WESSON CANOLA 4/1GAL, JUICE FRESH LIME NATURAL, BASE CHICKEN (CHICKEN (INCLUDING MEAT, SKIN AND FAT), SALT, SUGAR, HYDROLYZED SOY PROTEIN, ONION POWDER, MALTODEXTRIN, FOOD STARCH � MODIFIED, POTATO FLOUR, YEAST EXTRACT, NATURAL FLAVORS (CONTAINS EGG), SPICES, TURMERIC, DISODIUM INOSINATE, DISODIUM GUANYLATE, GARLIC POWDER, CHICKEN BROTH, WHEY POWDER (MILK), AND POTATO MALTODEXTRIN.)"
VEGETABLE FRIED RICE #GREEN,WOK/ MONGOLIAN GRILL,Dinner,Neilson,"PRD BROCCOLI FLORETTES 4/3#, RICE WHITE-50 LB (ENRICHED LONG GRAIN PARBOILED RICE (LONG GRAIN RICE, IRON, FERRIC ORTHOPHOSPHATE), THIAMINE MONONITRATE AND FOLATE), PRD ONION SPANISH DRY, GLUTEN FREE TAMARI SOY SAUCE, PRD PEPPER RED * AVG 22/25#, OIL OLIVE PURE, PRD GARLIC PEELED FRESH GAL, GROUND GINGER, BLACK PEPPER"
FUSILLI PASTA,PIZZA/ PASTA,Dinner,Neilson,"WATER FRESH, PASTA ROTINI (SEMOLINA (WHEAT), DURUM WHEAT FLOUR, VITAMINS/ MINERALS: VITAMIN B3 (NIACIN), IRON (FERROUS SULFATE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIIN B2 (RIBOFLAVIN), FOLIC ACID. MAY CONTAIN EGGS.), OIL WESSON CANOLA 4/1GAL, KOSHER SALT"
PENNE PASTA WW,PIZZA/ PASTA,Dinner,Neilson,"WATER FRESH, PASTA WHGRAIN PENNE (WHOLE GRAIN DURUM WHEAT FLOUR. THIS PRODUCT MANUFACTURED ON EQUIPMENT THAT PROCESSES PRODUCTS CONTAINING EGGS.), SALT, OIL OLIVE 25%/75%"
PLAIN TOMATO SAUCE,PIZZA/ PASTA,Dinner,Neilson,"SAUCE SPAGHETTI (TOMATO CONCENTRATE (WATER, CRUSHED TOMATOES), CORN OIL, SALT, SPICES, AND NATURAL FLAVORS.), OIL WESSON CANOLA 4/1GAL, PRD GARLIC PEELED FRESH GAL, BASIL LEAF, OREGANO LEAVES"
ROASTED BUTTERNUT SQUASH RAVIOLI W/ SAGE BUTTER #GREEN,PIZZA/ PASTA,Dinner,Neilson,"WATER FRESH, BUTTER PRINT SOLIDS 36/1lb, HERB FRESH SAGE"
ROUND CHEESE PIZZA LARGE #GREEN,PIZZA/ PASTA,Dinner,Neilson,"FRZ PIZZA CRUST 16"", CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), SAUCE PREPARED PIZZA , OREGANO LEAVES, BASIL LEAF"
ROUND PEPPERONI CHEESE PIZZA,PIZZA/ PASTA,Dinner,Neilson,"FRZ PIZZA CRUST 16"", SAUCE PREPARED PIZZA , CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), TURKEY PEPPERONI * 20 LB CASE (TURKEY, PEPPERONI SEASONING (CORN SYRUP, SPICES (MUSTARD), PAPRIKA, DEXTROSE, PAPRIKA OLEORESIN, GARLIC POWDER, SPICE EXTRACTIVES, SMOKE FLAVORING), WATER, CONTAINS 2% OR LESS SALT, CITRIC ACID, DEXTROSE, CARRAGEENAN, PEPPER, SODIUM NITRITE.), OREGANO LEAVES, BASIL LEAF"
VODKA SAUCE,PIZZA/ PASTA,Dinner,Neilson,"ALFREDO SAUCE (MILK LIGHT CREAM 1/2 GAL, GRATED PARMESAN, BUTTER PRINT SOLIDS 36/1lb, FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN)), KOSHER SALT, WHITE GROUND PEPPER), VEG TOMATO CRUSHED SCLAFANI (TOMATOES, SALT), VODKA TRAVELERS CLUB 750ml"
BABY BOK CHOY WITH SWEET CHILI SAUCE,VEGETARIAN,Dinner,Neilson,"PRD BOK CHOY BABY, SAUCE CHILI SWEET THAI, PRD PEPPER RED * AVG 22/25#"
BAKED BROWN RICE #GREEN,VEGETARIAN,Dinner,Neilson,"WATER FRESH, RICE BROWN (WHOLE GRAIN PARBOILED BROWN RICE), SALT"
FINGERLING POTATOS WITH ROASTED MUSHROOMS #GREEN,VEGETARIAN,Dinner,Neilson,"PRD POTATO FINGERLING , PRD MUSHROOM BUTTON, OIL OLIVE 25%/75%, KOSHER SALT, HERB FRESH PARSLEY CURLY BUNCH, BLACK PEPPER"
SWEET & SPICY MONGOLIAN SEITAN #GREEN,VEGETARIAN,Dinner,Neilson,"VEGAN SEITAN , WATER FRESH, PRD ONION SPANISH DRY, GLUTEN FREE TAMARI SOY SAUCE, PRD GARLIC PEELED FRESH GAL, PRD ONION GREEN SCALLION, OIL WESSON CANOLA 4/1GAL, ARROWROOT, PRD GINGER PEELED, DARK BROWN SUGAR, WHITE SESAME SEEDS, SPICE CHINESE 5 SPICE (ANISE, CINNAMON, STAR ANISE, CLOVES, GINGER, AND SULFITING AGENTS.), CRUSHED RED PEPPER FLAKES"
