itemName,type,meal,location,ingredients
VEGETABLE SUSHI,ENTREES,Dinner,Atrium,"RICE STICKY (ORIENTAL), GLUTEN FREE TAMARI SOY SAUCE, VINEGAR RICE SEASONED (RICE VINEGAR (WATER, RICE), SUGAR, SALT, WATER), PRD ASPARAGUS GREEN 11LB, PRD PEPPER RED * AVG 22/25#, PRD PEPPER YELLOW, PRD CARROT, PICKLE GINGER SUSHI, WASABI (WASABI POWDER (HORSERADISH, MUSTARD, CITRIC ACID, VITAMIN C, FD&C YELLOW NO. 5, FD&C BLUE NO. 1), WATER FRESH), WRAP NORI ( SEAWEED SHEET )"
CANADIAN BACON,BREAKFAST MEATS,Lunch,Busch,"BACON CANADIAN 550 (HAM, CURED WITH: WATER, DEXTROSE, SUGAR, CONTAINS LESS THAN 2% OF SALT, POTASSIUM LACTATE, SODIUM PHOSPHATE, POTASSIUM CHLORIDE, SODIUM DIACETATE, SODIUM ERYTHORBATE, SODIUM NITRITE)"
CHICKEN SAUSAGE PATTY,BREAKFAST MEATS,Lunch,Busch,
SAVORY PLANT-BASED BREAKFAST PATTIES,BREAKFAST MEATS,Lunch,Busch,"VEGAN BREAKFAST PATTY SAUS'AGE (WATER, SOY PROTEIN CONCENTRATE, CANOLA OIL, VITAL WHEAT GLUTEN, SOY PROTEIN ISOLATE, YEAST EXTRACT, CONTAINS 2% OR LESS OF METHYLCELLULOSE, ORGANIC CANE SUGAR, POTATO STARCH, SEA SALT, SPICES, SALT, NATURAL FLAVORS, ORGANIC CARAMEL COLOR, ONION POWDER, MALT EXTRACT (MALTED BARLEY, WATER), GARLIC POWDER, CANE SUGAR.)"
BANANA PANCAKES,BREAKFAST ENTREES,Lunch,Busch,"MILK WHOLE 5GAL, FRU PRD BANANA ON TURN #4, FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN)), EGG LIQUID 2/20lb CASE (WHOLE EGGS, CITRIC ACID.), GRANULATED SUGAR, VEGAN BUTTER ALTERNATIVE (SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, SALT, SOY LECITHIN, TBHQ AND CITRIC ACID ADDED TO HELP PRESERVE FRESHNESS, NATURAL AND ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR), DIMETHYLPOLYSILOXANE), BAKING POWDER (CORN STARCH, SODIUM BICARBONATE, SODIUM ALUMINUM SULFATE, MONOCALCIUM PHOSPHATE. ), SPICE VANILLA IMITATION (WATER, SUGAR, CARAMEL COLOR, ARTIFICIAL FLAVOR, CITRIC ACID, SODIUM BENZOATE.), SALT, VEGAN BUTTER ALTERNATIVE (SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, SALT, SOY LECITHIN, TBHQ AND CITRIC ACID ADDED TO HELP PRESERVE FRESHNESS, NATURAL AND ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR), DIMETHYLPOLYSILOXANE)"
BELGIAN WAFFLES,BREAKFAST ENTREES,Lunch,Busch,WATER FRESH
CALIFORNIA QUICHE,BREAKFAST ENTREES,Lunch,Busch,"SHELLS PIE 9"" , MILK 2% 5Gal, EGGS FRESH X LARGE 15 DZ, MILK LIGHT CREAM 1/2 GAL, CHEESE SWISS 4x4 (PASTEURIZED MILK, CULTURE, SALT, ENZYMES), VEG FRZ SPINACH CHOPPED 36#, PRD MUSHROOM SLICED REG, PRD TOMATO LARGE (6x6), SALT, CAYENNE PEPPER"
HARD BOILED EGGS,BREAKFAST ENTREES,Lunch,Busch,"EGGS FRESH X LARGE 15 DZ, WATER FRESH, SALT"
OATMEAL,BREAKFAST ENTREES,Lunch,Busch,"WATER FRESH, CEREAL OLD FASHION OATMEAL"
SCRAMBLED EGGS,BREAKFAST ENTREES,Lunch,Busch,"EGG LIQUID 2/20lb CASE (WHOLE EGGS, CITRIC ACID.), MILK WHOLE 5GAL, VEGAN BUTTER ALTERNATIVE (SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, SALT, SOY LECITHIN, TBHQ AND CITRIC ACID ADDED TO HELP PRESERVE FRESHNESS, NATURAL AND ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR), DIMETHYLPOLYSILOXANE)"
ASSORTED CONTRACT MUFFINS,BREAKFAST BAKERY,Lunch,Busch,MUFFIN ASSORTED CONTRACT REG
BAGEL WEEKEND ASSORTMENT,BREAKFAST BAKERY,Lunch,Busch,BAGEL REG ASSORTMENT
CUT CANTELOUPE,BREAKFAST MISC,Lunch,Busch,FRU PRD CANTALOUPE CUT FRESH
CUT HONEYDEW,BREAKFAST MISC,Lunch,Busch,FRU PRD HONEYDEW CUT FRESH
CUT PINEAPPLE,BREAKFAST MISC,Lunch,Busch,FRU PRD PINEAPPLE CUT FRSH
FRUIT SALAD,BREAKFAST MISC,Lunch,Busch,FRUIT SALAD DELUX 5WAY
PLAIN GREEK CHOBANI YOGURT,BREAKFAST MISC,Lunch,Busch,YOGURT FRESH GREEK PLAIN
RED SEEDLESS GRAPES,BREAKFAST MISC,Lunch,Busch,FRU PRD GRAPES RED SEEDLESS
STRAWBERRY YOGURT,BREAKFAST MISC,Lunch,Busch,YOGURT BAG STRAWBERRY PARFAIT LOWFAT
VANILLA YOGURT,BREAKFAST MISC,Lunch,Busch,YOGURT BAG VANILLA PARFAIT LOWFAT
BABY SPINACH,SALAD BAR,Lunch,Busch,PRD SPINACH BABY 4lbs
BROCCOLI BUDS OP,SALAD BAR,Lunch,Busch,PRD BROCCOLI FLORETTES 4/3#
CHOPPED ROMAINE LETTUCE,SALAD BAR,Lunch,Busch,PRD LETTUCE ROMAINE HEARTS
CUCUMBERS,SALAD BAR,Lunch,Busch,PRD CUCUMBER
DELI MEAT,SALAD BAR,Lunch,Busch,"TURKEY CATERING BREAST S/OFF (TURKEY BREAST, WATER, CONTAINS 2% OR LESS OF DEXTROSE, SALT, CARRAGEENAN, SODIUM PHOSPHATE.), HAM BOILED (IMPORTED HAM, WATER ADDED. CURED WITH WATER, SALT, DEXTROSE, POTASSIUM LACTATE, SODIUM PHOSPHATE, SODIUM DIACETATE, SODIUM ASCORBATE, SODIUM NITRITE.), CHEESE PROVOLONE 12LB PIECE (PASTEURIZED MILK, CHEESE CULTURE, SALT, AND ENZYMES.), CHEESE AMERICAN SLCD YELLOW (SKIM MILK, AMERICAN CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), PALM OIL, CASEIN (MILK PROTEIN), MODIFIED FOOD STARCH, SODIUM CITRATE, SALT, NATURAL FLAVOR, WHEY, CITRIC ACID, SORBIC ACID (AS A PRESERVATIVE), ARTIFICIAL COLOR, LECITHIN (SOY))"
DICED TOFU,SALAD BAR,Lunch,Busch,"TOFU FIRM BULK (WATER, SOYBEANS, CALCIUM SULFATE, CALCIUM CHLORIDE)"
DRAINED TUNA,SALAD BAR,Lunch,Busch,"FISH TUNA TONGGOL CAN (CHUNK LIGHT TUNA, WATER, VEGETABLE BROTH (CONTAINS SOY), SALT)"
GRAPE TOMATOES,SALAD BAR,Lunch,Busch,PRD TOMATO GRAPE 12/ 1/2pt/RED
SALAD MESCULEN GREENS,SALAD BAR,Lunch,Busch,PRD MIXED MESCULIN SPR MIX
CORN CHOWDER SOUP,SOUPS,Lunch,Busch,"MILK 2% 5Gal, POTATO DICED FRESH, VEG FRZ CORN CUT SWEET 30#, WATER FRESH, PRD CELERY PASCAL, PRD ONION SPANISH DRY, VEG CORN CREAMED, BASE VEGETABLE *GOLDEN* RC (SALT, DEHYDRATED VEGETABLES (ONION, TOMATO, CARROT, CELERY, BELL PEPPER, CARROT JUICE, GREEN LEEK), SUGAR, AUTOLYZED YEAST EXTRACT, MALTODEXTRIN, PALM OIL, GARLIC POWDER, SPICES, DISODIUM INOSINATE, DISODIUM GUANYLATE, TURMERIC EXTRACT (COLOR), AND NATURAL FLAVORS.), FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN)), MARGARINE PRINT SOLID 30# (VEGETABLE OIL (CANOLA , COTTONSEED, AND OR SOYBEAN OIL), PALM AND PALM KERNEL OILS, WATER, SALT, SOY LECITHIN (EMULSIFIER), SODIUM BENZOATE (PRESERVATIVE), MONO- AND DIGLYCERIDES (MONO- AND DIGLYCERIDES, MIXED TOCOPHEROLS, ASCORBIC ACID, CITRIC ACID (ANTIOXIDANTS)), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BETA CAROTENE (COLOR). ), SALT"
BURGER SIDES,DELI BAR ENTREE,Lunch,Busch,"PRD TOMATO LARGE (6x6), CHEESE AMERICAN SLCD YELLOW (SKIM MILK, AMERICAN CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), PALM OIL, CASEIN (MILK PROTEIN), MODIFIED FOOD STARCH, SODIUM CITRATE, SALT, NATURAL FLAVOR, WHEY, CITRIC ACID, SORBIC ACID (AS A PRESERVATIVE), ARTIFICIAL COLOR, LECITHIN (SOY)), PRD LETTUCE SHREDDED, CHEESE PROVOLONE 12LB PIECE (PASTEURIZED MILK, CHEESE CULTURE, SALT, AND ENZYMES.), PICKLE CHIPS DILL Kr Cut TUB, PRD ONION RED"
GRILLED CHICKEN MONTREAL,DELI BAR ENTREE,Lunch,Busch,"CHICKEN CUTLET 4oz OFF/SK FRSH, OIL OLIVE 25%/75%, SPICE MONTREAL CHICKEN (GARLIC, SALT, ONION, SPICES (INCLUDING BLACK PEPPER, RED PEPPER, PAPRIKA), ORANGE PEEL, GREEN BELL PEPPER, AND SULFITING AGENT.)"
GRILLED VEGETABLES,DELI BAR ENTREE,Lunch,Busch,"PRD EGGPLANT CASE, PRD SQUASH YELLOW, PRD SQUASH ZUCCHINI 20#, PRD PEPPER GREEN LARGE, PRD PEPPER RED * AVG 22/25#, PRD ONION SPANISH DRY, OIL OLIVE 25%/75%, BLACK PEPPER, KOSHER SALT"
ITALIAN THREE FOOT SUB,DELI BAR ENTREE,Lunch,Busch,"BREAD SUB 3 FT (UNBLEACHED UNBROMATED WHEAT FLOUR, SHORTENING (PALM OIL AND COTTONSEED OIL), KWICK SPONGE (WHEY, CORN FLOUR, L-CYSTEINE, POTASSIUM BROMATE), NATURELL FORTE DB100 (WHEAT FLOUR, BARLEY FLOUR, SUNFLOWER LECITHIN, ASCORBIC ACID, ENZYMES), SUGAR, SALT, YEAST, CORN MEAL,), PRD TOMATO LARGE (6x6), PRD LETTUCE SHREDDED, PEPPERONI SLICING 3 INCH (PORK, BEEF, SALT, CONTAINS 2% OR LESS OF WATER, DEXTROSE, SPICES, SODIUM ASCORBATE, FLAVORING, OLEORESIN OF PAPRIKA, LACTIC ACID STARTER CULTURE, GARLIC POWDER, SODIUM NITRITE, BHA, BHT, CITRIC ACID.), CHEESE PROVOLONE 12LB PIECE (PASTEURIZED MILK, CHEESE CULTURE, SALT, AND ENZYMES.), THUMANN HAM CAPICOLA HOT -(DRY) (HAM, CURED WITH WATER, SALT, DEXTROSE, CORN SYRUP, SODIUM PHOSPHATES, SODIUM ERYTHORBATE, SODIUM NITRATE, FLAVORINGS. COATED WITH SPICES, DEXTROSE, PAPRIKA.), SALAMI GENOA (PORK, BEEF, SALT, CONTAINS 2% OR LESS OF DEXTROSE, WATER, SPICES, SODIUM ASCORBATE, LACTIC ACID STARTER CULTURE, GARLIC POWDER, SODIUM NITRITE, BHA, BHT, CITRIC ACID.), PRD ONION SPANISH DRY"
TURKEY THREE FOOT SUB,DELI BAR ENTREE,Lunch,Busch,"BREAD SUB 3 FT (UNBLEACHED UNBROMATED WHEAT FLOUR, SHORTENING (PALM OIL AND COTTONSEED OIL), KWICK SPONGE (WHEY, CORN FLOUR, L-CYSTEINE, POTASSIUM BROMATE), NATURELL FORTE DB100 (WHEAT FLOUR, BARLEY FLOUR, SUNFLOWER LECITHIN, ASCORBIC ACID, ENZYMES), SUGAR, SALT, YEAST, CORN MEAL,), TURKEY CATERING BREAST S/OFF (TURKEY BREAST, WATER, CONTAINS 2% OR LESS OF DEXTROSE, SALT, CARRAGEENAN, SODIUM PHOSPHATE.), PRD LETTUCE SHREDDED, CHEESE AMERICAN SLCD YELLOW (SKIM MILK, AMERICAN CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), PALM OIL, CASEIN (MILK PROTEIN), MODIFIED FOOD STARCH, SODIUM CITRATE, SALT, NATURAL FLAVOR, WHEY, CITRIC ACID, SORBIC ACID (AS A PRESERVATIVE), ARTIFICIAL COLOR, LECITHIN (SOY)), PRD ONION SPANISH DRY, PRD TOMATO LARGE (6x6)"
VEGETABLE BURGER,DELI BAR ENTREE,Lunch,Busch,"VEGAN VEGGIE BURGER-GARDEIN (WATER, COOKED BROWN RICE, CARROTS, ROASTED BELL PEPPERS, ROASTED ONIONS, ROLLED OATS, PEAS (SALT), CANOLA OIL, ROASTED CORN, SOY PROTEIN CONCENTRATE, METHYLCELLULOSE, YEAST EXTRACT, ORGANIC CANE SUGAR, SALT, DRIED GARLIC, GARLIC POWDER, ONION POWDER, SPICES, NATURAL FLAVORS, PAPRIKA, SEA SALT, CITRIC ACID.)"
BREADED FRIED FLOUNDER,ENTREES,Lunch,Busch,"FRZ FISH FLOUNDER BRD 4OZ, FRYING OIL (EXPELLER PRESSED CANOLA OIL)"
CHICKPEA CURRY,ENTREES,Lunch,Busch,"VEG BEANS CHICK PEAS, VEG TOMATO PUREE, PRD POTATO RED B BLISS, PRD CARROT, PRD ONION SPANISH DRY, OIL OLIVE 25%/75%, SPICE CURRY POWDER (CORIANDER, FENUGREEK, TURMERIC, CUMIN, BLACK PEPPER, BAY LEAVES, CELERY SEED, NUTMEG, CLOVE, ONION, RED PEPPER, AND GINGER.), PRD GARLIC PEELED FRESH GAL, GROUND GINGER, GROUND CORIANDER, SALT, CAYENNE PEPPER"
CRISPY CHICKEN SANDWICH,ENTREES,Lunch,Busch,"FRZ CHICKEN BRD BRST ITAL FLT (BONELESS, SKINLESS, CHICKEN BREAST WITH RIB MEAT, WATER, SALT, SODIUM PHOSPHATES, MODIFIED FOOD STARCH. BREADED WITH: WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: DEXTROSE, DRIED PARSLEY, LEAVENING (SODIUM BICARBONATE, SODIUM ACID PYROPHOSPHATE, SODIUM ALUMINUM PHOSPHATE, MONOCALCIUM PHOSPHATE), DRIED YEAST, GARLIC POWDER, PARMESAN CHEESE (MADE FROM PASTEURIZED MILK, CHEESE CULTURES, SALT, SORBIC ACID {PRESERVATIVE}, ENZYMES), ROMANO CHEESE (MADE FROM PASTEURIZED COW'S MILK, CHEESE CULTURES, SALT, SORBIC ACID {PRESERVATIVE}, ENZYMES), SALT, SOYBEAN OIL, SPICES, WHEAT GLUTEN, DISODIUM INOSINATE AND DISODIUM GUANYLATE. BREADING SET IN VEGETABLE OIL.), ROLL HAMBURGER BRIOCHE (UNBLEACHED UNBROMATED WHEAT FLOUR, NATURELL FORTE DB100 (WHEAT FLOUR, BARLEY FLOUR, SUNFLOWER LECITHIN, ASCORBIC ACID, ENZYMES), NONFAT DRY MILK SOLIDS, PASTEURIZED EGGS, SUGAR, SALT, GRADE AA BUTTER, WATER, INSTANT YEAST, BAK-KLENE (CANOLA OIL, MINERAL OIL, AND CANOLA LECITHIN, NATURAL FLAVOR AND BETA- CAROTENE), QUICK SHINE ENHANCED BAKING SPRAY (VEGETABLE PROTEIN)), PRD LETTUCE SHREDDED, PRD TOMATO SLICED, PICKLE CHIPS DILL Kr Cut TUB"
NEW ORLEANS-STYLE JAMBALAYA (VEGETARIAN),ENTREES,Lunch,Busch,"VEG FRZ OKRA CUT, VEG FRZ PEAS BLACK EYED, PRD SQUASH ZUCCHINI 20#, PRD TOMATO LARGE (6x6), PRD CELERY PASCAL, PRD ONION SPANISH DRY, PRD EGGPLANT CASE, PRD PEPPER GREEN LARGE, WATER FRESH, RICE BROWN (WHOLE GRAIN PARBOILED BROWN RICE), PRD GARLIC PEELED FRESH GAL, CAYENNE PEPPER, BASE VEGETABLE *GOLDEN* RC (SALT, DEHYDRATED VEGETABLES (ONION, TOMATO, CARROT, CELERY, BELL PEPPER, CARROT JUICE, GREEN LEEK), SUGAR, AUTOLYZED YEAST EXTRACT, MALTODEXTRIN, PALM OIL, GARLIC POWDER, SPICES, DISODIUM INOSINATE, DISODIUM GUANYLATE, TURMERIC EXTRACT (COLOR), AND NATURAL FLAVORS.), KOSHER SALT, WHITE GROUND PEPPER, GROUND THYME, OIL OLIVE PURE"
THAI SHRIMP RED COCONUT CURRY,ENTREES,Lunch,Busch,"FRZ FISH SHRIMP LG PDI 41-50CT T/OFF, PRD ONION SPANISH DRY, PRD TOMATO LARGE (6x6), PRD PEPPER RED * AVG 22/25#, CREAM OF COCONUT 15oz C.LOPEZ (COCONUT, SUGAR, WATER, POLYSORBATE 60, SORBITAN MONOSTEARATE, SALT, PROPYLENE GLYCOL ALGINATE, MONO AND DIGLYCERIDES (EMULSIFIERS), CITRIC ACID, GUAR GUM, LOCUST BEAN.), JUICE REAL LEMON 8/48oz (LEMON JUICE FROM CONCENTRATE (WATER, CONCENTRATED LEMON JUICE), AND LESS THAN 2% OF SODIUM BENZOATE, SODIUM METABISULFITE AND SODIUM SULFITE (PRESERVATIVES), AND LEMON OIL.), PASTE CURRY RED , PRD ONION GREEN SCALLION, OIL WESSON CANOLA 4/1GAL, PRD GARLIC PEELED FRESH GAL, PRD GINGER PEELED, HERB FRESH CILANTRO BUNCH"
FRENCH FRIES,STARCH & POTATOES,Lunch,Busch,"POTATO FRIES REG 5/16"", FRYING OIL (EXPELLER PRESSED CANOLA OIL)"
FRESH CAULIFLOWER,VEGGIES,Lunch,Busch,"WATER FRESH, PRD CAULIFLOWER, KOSHER SALT"
ICED BROWNIE,DESSERTS,Lunch,Busch,
ROLL LARGE BRIOCHE,BAKERY MISC,Lunch,Busch,
ALFREDO SAUCE,PIZZA/ PASTA,Lunch,Busch,"MILK LIGHT CREAM 1/2 GAL, GRATED PARMESAN, BUTTER PRINT SOLIDS 36/1lb, FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN)), KOSHER SALT, WHITE GROUND PEPPER"
BABY SPINACH,PIZZA/ PASTA,Lunch,Busch,PRD SPINACH BABY 4lbs
BROCCOLI AND RED PEPPER PIZZA,PIZZA/ PASTA,Lunch,Busch,"FRZ PIZZA CRUST 16"", SAUCE PREPARED PIZZA , CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), PRD PEPPER RED * AVG 22/25#, PRD BROCCOLI FLORETTES 4/3#, OIL VEGALENE SPRAY ALLERGEN FREE PAM (SUNFLOWER OIL SUNFLOWER LECITHIN, NATURAL FLAVOR, AND PROPELLANT)"
CHOPPED RED & GREEN PEPPERS,PIZZA/ PASTA,Lunch,Busch,"PRD PEPPER GREEN LARGE, PRD PEPPER RED * AVG 22/25#"
CHUNKY TOMATO BASIL SAUCE,PIZZA/ PASTA,Lunch,Busch,"VEG TOMATO WHOLE PEELED (VINE- RIPENED TOMATOES, TOMATO JUICE, LESS THAN 2% CALCIUM CHLORIDE, CITRIC ACID), VEG TOMATO CRUSHED SCLAFANI (TOMATOES, SALT), VEG TOMATO DICED, PRD ONION SPANISH DRY, WINE BURGUNDY CAPRI 3L, PRD GARLIC PEELED FRESH GAL, HERB FRESH BASIL CASE, OREGANO LEAVES, OIL OLIVE PURE, KOSHER SALT, BLACK PEPPER"
DICED TOFU,PIZZA/ PASTA,Lunch,Busch,"TOFU FIRM BULK (WATER, SOYBEANS, CALCIUM SULFATE, CALCIUM CHLORIDE)"
MUSHROOM RAVIOLI,PIZZA/ PASTA,Lunch,Busch,"WATER FRESH, PASTA RAVIOLI WILD MUSHROOM, AIOLI SAUCE (OIL OLIVE PURE, HERB FRESH BASIL BUNCH, PRD GARLIC PEELED FRESH GAL, SALT, BLACK PEPPER, HERB FRESH OREGANO), MARGARINE PRINT SOLID 30# (VEGETABLE OIL (CANOLA , COTTONSEED, AND OR SOYBEAN OIL), PALM AND PALM KERNEL OILS, WATER, SALT, SOY LECITHIN (EMULSIFIER), SODIUM BENZOATE (PRESERVATIVE), MONO- AND DIGLYCERIDES (MONO- AND DIGLYCERIDES, MIXED TOCOPHEROLS, ASCORBIC ACID, CITRIC ACID (ANTIOXIDANTS)), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BETA CAROTENE (COLOR). )"
PASTA MEDIUM SHELLS,PIZZA/ PASTA,Lunch,Busch,"WATER FRESH, PASTA CONCHIGLI RIGATE (SEMOLINA (WHEAT), DURUM WHEAT FLOUR, VITAMINS/ MINERALS: VITAMIN B3 (NIACIN), IRON (FERROUS SULFATE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIIN B2 (RIBOFLAVIN), FOLIC ACID. MAY CONTAIN EGGS.), OIL OLIVE 25%/75%"
PEPPERONI PIZZA,PIZZA/ PASTA,Lunch,Busch,"PIZZA SAUCE (VEG TOMATO WHOLE PEELED (VINE- RIPENED TOMATOES, TOMATO JUICE, LESS THAN 2% CALCIUM CHLORIDE, CITRIC ACID), OIL OLIVE 25%/75%, KOSHER SALT, ONION POWDER, GARLIC POWDER, FINE BLACK PEPPER, PARSLEY FLAKES, OREGANO LEAVES, BASIL LEAF), PIZZA DOUGH BALL , CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), GRATED PARMESAN"
ROUND CHEESE PIZZA,PIZZA/ PASTA,Lunch,Busch,"PIZZA SAUCE (VEG TOMATO WHOLE PEELED (VINE- RIPENED TOMATOES, TOMATO JUICE, LESS THAN 2% CALCIUM CHLORIDE, CITRIC ACID), OIL OLIVE 25%/75%, KOSHER SALT, ONION POWDER, GARLIC POWDER, FINE BLACK PEPPER, PARSLEY FLAKES, OREGANO LEAVES, BASIL LEAF), FRZ PIZZA CRUST 16"", CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), GRATED PARMESAN"
SLICED MUSHROOMS,PIZZA/ PASTA,Lunch,Busch,"PRD MUSHROOM 10# 1""-1.5"" DIAM"
OMELETS COOK TO ORDER,OMLET BAR,Lunch,Busch,"EGG LIQUID 2/20lb CASE (WHOLE EGGS, CITRIC ACID.), SAUCE SALSA THICK AND CHUNKY (TOMATOES, WATER, JALAPENO PEPPERS, TOMATO PASTE, ONIONS, DRIED ONION, SALT, DISTILLED VINEGAR, DRIED GARLIC, NATURAL FLAVOR), CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), CHEESE CHEDDAR SHREDDED (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO COLORING, POTATO STARCH, CORN STARCH, DEXTROSE, CALCIUM SULFATE), PRD BROCCOLI FLORETTES 4/3#, CHEESE AMERICAN SLCD YELLOW (SKIM MILK, AMERICAN CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), PALM OIL, CASEIN (MILK PROTEIN), MODIFIED FOOD STARCH, SODIUM CITRATE, SALT, NATURAL FLAVOR, WHEY, CITRIC ACID, SORBIC ACID (AS A PRESERVATIVE), ARTIFICIAL COLOR, LECITHIN (SOY)), THUMANN SAUSAGE CRUMBLES (PORK, WATER, SALT, DEXTROSE, ISOLATED SOY PROTEIN, FLAVORINGS, PAPRIKA, BHA, CITRIC ACID.), PRD TOMATO LARGE (6x6), TURKEY CATERING BREAST S/OFF (TURKEY BREAST, WATER, CONTAINS 2% OR LESS OF DEXTROSE, SALT, CARRAGEENAN, SODIUM PHOSPHATE.), EGG WHITES 12/2 lbs (EGG WHITES, GUAR GUM, TRIETHYL CITRATE (ADDED AS WHIPPING AID)), PRD ONION SPANISH DRY, PRD PEPPER GREEN LARGE, PRD MUSHROOM SLICED REG, BACON "" REAL "" BITS (PORK BACON CURED WITH WATER, SALT, SUGAR, SODIUM PHOSPHATE, SODIUM ERYTHORBATE, SODIUM NITRITE, MAY CONTAIN NATURAL SMOKE FLAVORING.), PRD PEPPER RED * AVG 22/25#, HAM BOILED (IMPORTED HAM, WATER ADDED. CURED WITH WATER, SALT, DEXTROSE, POTASSIUM LACTATE, SODIUM PHOSPHATE, SODIUM DIACETATE, SODIUM ASCORBATE, SODIUM NITRITE.), OIL VEGALENE SPRAY ALLERGEN FREE PAM (SUNFLOWER OIL SUNFLOWER LECITHIN, NATURAL FLAVOR, AND PROPELLANT)"
BABY SPINACH,SALAD BAR,Dinner,Busch,PRD SPINACH BABY 4lbs
BROCCOLI BUDS OP,SALAD BAR,Dinner,Busch,PRD BROCCOLI FLORETTES 4/3#
CHOPPED ROMAINE LETTUCE,SALAD BAR,Dinner,Busch,PRD LETTUCE ROMAINE HEARTS
CUCUMBERS,SALAD BAR,Dinner,Busch,PRD CUCUMBER
DELI MEAT,SALAD BAR,Dinner,Busch,"TURKEY CATERING BREAST S/OFF (TURKEY BREAST, WATER, CONTAINS 2% OR LESS OF DEXTROSE, SALT, CARRAGEENAN, SODIUM PHOSPHATE.), HAM BOILED (IMPORTED HAM, WATER ADDED. CURED WITH WATER, SALT, DEXTROSE, POTASSIUM LACTATE, SODIUM PHOSPHATE, SODIUM DIACETATE, SODIUM ASCORBATE, SODIUM NITRITE.), CHEESE PROVOLONE 12LB PIECE (PASTEURIZED MILK, CHEESE CULTURE, SALT, AND ENZYMES.), CHEESE AMERICAN SLCD YELLOW (SKIM MILK, AMERICAN CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), PALM OIL, CASEIN (MILK PROTEIN), MODIFIED FOOD STARCH, SODIUM CITRATE, SALT, NATURAL FLAVOR, WHEY, CITRIC ACID, SORBIC ACID (AS A PRESERVATIVE), ARTIFICIAL COLOR, LECITHIN (SOY))"
DICED TOFU,SALAD BAR,Dinner,Busch,"TOFU FIRM BULK (WATER, SOYBEANS, CALCIUM SULFATE, CALCIUM CHLORIDE)"
DRAINED TUNA,SALAD BAR,Dinner,Busch,"FISH TUNA TONGGOL CAN (CHUNK LIGHT TUNA, WATER, VEGETABLE BROTH (CONTAINS SOY), SALT)"
GRAPE TOMATOES,SALAD BAR,Dinner,Busch,PRD TOMATO GRAPE 12/ 1/2pt/RED
SALAD MESCULEN GREENS,SALAD BAR,Dinner,Busch,PRD MIXED MESCULIN SPR MIX
